Occ1,Flow1,Occ2,Flow2,Occ3,Flow3
0.2411,156,0.2054,145,0.1767,121
0.2187,163,0.2019,154,0.1436,122
0.2741,159,0.2006,133,0.2023,128
0.2693,163,0.2359,147,0.2017,142
0.2619,155,0.2212,134,0.2152,119
0.3059,145,0.2377,134,0.2044,118
0.3368,144,0.2755,131,0.274,101
0.2831,155,0.1929,136,0.1857,117
0.3204,149,0.295,126,0.2545,99
0.325,152,0.2585,143,0.1962,116
0.2947,142,0.2487,126,0.264,101
0.2968,144,0.2579,129,0.2643,112
0.2617,150,0.2289,131,0.1982,129
0.3047,143,0.2579,130,0.2449,106
0.2962,141,0.2569,122,0.2233,110
0.326,132,0.3468,115,0.2794,81
0.3237,137,0.3031,117,0.2776,95
0.314,148,0.278,125,0.224,105
0.2939,140,0.2525,133,0.2817,115
0.2608,146,0.2249,134,0.2104,120
0.262,151,0.2211,137,0.17,112
0.2109,132,0.1891,127,0.1232,83
0.2731,145,0.1964,123,0.1532,98
0.1956,135,0.1718,121,0.1371,90
0.0939,124,0.0835,113,0.064,77
0.0881,114,0.074,110,0.0528,64
0.0944,127,0.0854,118,0.0605,67
0.1045,139,0.0808,110,0.0719,88
0.0771,104,0.0632,104,0.065,79
0.0847,118,0.0701,102,0.0527,61
0.1071,142,0.0825,115,0.0684,76
0.0881,119,0.0729,112,0.0613,75
0.0693,97,0.0796,124,0.0609,73
0.0833,117,0.0766,109,0.0515,55
0.0753,106,0.0705,109,0.0465,55
0.0818,110,0.0667,99,0.0635,79
0.0717,100,0.0613,95,0.0537,69
0.0728,100,0.0749,101,0.0467,54
0.0574,80,0.0568,89,0.042,58
0.0618,83,0.0619,91,0.0403,56
0.0502,69,0.0608,94,0.0499,60
0.0509,75,0.0563,89,0.0365,50
0.0472,67,0.0501,78,0.0421,55
0.0573,79,0.0588,91,0.037,51
0.0341,50,0.0452,67,0.0403,43
0.044,60,0.0612,83,0.043,52
0.0517,73,0.0473,77,0.0559,55
0.0383,54,0.0383,61,0.044,52
0.0283,37,0.0401,63,0.0389,44
0.035,50,0.0437,74,0.0588,63
0.0392,57,0.0423,70,0.0445,53
0.0381,53,0.0434,66,0.0428,43
0.0388,54,0.0481,74,0.037,47
0.0271,40,0.0464,75,0.0364,45
0.0249,39,0.039,66,0.0398,44
0.0323,47,0.044,73,0.0317,43
0.0341,47,0.0432,68,0.0421,49
0.0317,47,0.0381,65,0.0353,40
0.0384,55,0.0365,62,0.0476,44
0.0305,46,0.0463,74,0.0437,45
0.0236,33,0.0401,67,0.0344,44
0.0355,49,0.0558,84,0.0401,53
0.0458,64,0.0606,98,0.0338,42
0.0561,80,0.0662,107,0.0492,62
0.0756,106,0.0781,117,0.0459,57
0.0812,108,0.0826,129,0.0466,64
0.0861,119,0.0762,106,0.0515,57
0.0664,91,0.0862,127,0.0545,67
0.0813,105,0.0804,114,0.0464,61
0.0462,63,0.0655,103,0.04,52
0.0445,61,0.0518,84,0.0413,59
0.0399,58,0.0523,84,0.0377,52
0.038,54,0.0546,79,0.0363,50
0.0373,51,0.0492,77,0.0445,52
0.0282,40,0.043,70,0.0382,53
0.0231,32,0.0361,59,0.0279,40
0.0188,29,0.0338,59,0.0251,31
0.018,29,0.0328,54,0.0309,42
0.0177,27,0.0338,50,0.0316,44
0.0221,31,0.0311,52,0.0277,31
0.0194,29,0.0275,49,0.0281,35
0.0191,30,0.0317,47,0.0447,42
0.0207,29,0.0249,44,0.0241,38
0.0128,20,0.0255,40,0.0257,30
0.0153,22,0.0252,41,0.0186,26
0.0148,22,0.0239,39,0.0205,31
0.0198,28,0.0316,51,0.0218,32
0.0176,23,0.0309,45,0.0243,25
0.0123,17,0.0256,40,0.0186,16
0.0171,25,0.02,34,0.0161,20
0.0099,14,0.0187,28,0.0251,22
0.0107,17,0.0234,39,0.0227,28
0.0099,14,0.0266,42,0.0211,20
0.0099,15,0.0224,37,0.0162,23
0.0149,21,0.0203,31,0.0176,21
0.014,19,0.0225,32,0.0233,28
0.0041,7,0.0179,30,0.0246,26
0.0069,10,0.0186,26,0.0159,17
0.0091,15,0.0204,29,0.021,17
0.01,14,0.0175,30,0.018,22
0.0098,14,0.0204,31,0.032,24
0.0054,7,0.0095,16,0.0095,14
0.0039,6,0.0161,28,0.0103,15
0.0056,8,0.008,13,0.01,10
0.0048,7,0.01,17,0.0129,15
0.0031,5,0.0095,16,0.0136,15
0.0013,2,0.0174,26,0.0145,11
0.0019,3,0.0102,17,0.0165,14
0.002,3,0.0089,15,0.0086,12
0.0061,10,0.0102,18,0.015,14
0.0041,7,0.0113,15,0.0089,9
0.0017,3,0.0092,16,0.0072,5
0.0029,5,0.0105,16,0.0118,12
0.0026,4,0.0073,12,0.0086,8
0.0042,6,0.0057,10,0.0097,13
0.0039,6,0.0064,10,0.0121,8
0.0009,1,0.0068,11,0.0138,14
0.0023,3,0.0084,14,0.0172,12
0.0022,3,0.0072,12,0.0126,10
0.003,4,0.005,9,0.0092,12
0.0028,4,0.0074,13,0.0117,11
0.003,4,0.0086,11,0.0164,14
0.0019,3,0.0062,7,0.0141,14
0.0012,2,0.0059,10,0.013,11
0.0012,2,0.0065,11,0.0128,11
0.0027,4,0.009,16,0.0116,8
0.0021,3,0.0126,20,0.0107,10
0.0026,3,0.0071,9,0.0096,7
0.0012,2,0.0092,16,0.0122,8
0.0007,1,0.0079,14,0.0127,8
0.0006,1,0.0065,11,0.0128,11
0.003,4,0.0046,7,0.0073,6
0.0019,3,0.0033,6,0.0144,11
0.0009,1,0.0052,9,0.0131,7
0.0026,3,0.0032,5,0.0047,5
0.0006,1,0.004,7,0.0155,10
0,0,0.0082,12,0.0102,7
0.0007,1,0.0043,8,0.013,7
0.0038,5,0.0084,10,0.0167,9
0.0007,1,0.005,8,0.0115,8
0.0028,3,0.0084,12,0.0115,7
0.001,1,0.0059,9,0.0115,11
0.002,3,0.008,13,0.0153,8
0.0018,3,0.008,12,0.0164,9
0.001,1,0.004,7,0.0159,11
0.0013,2,0.0037,5,0.0079,7
0.0019,3,0.0103,12,0.0135,11
0.003,4,0.006,10,0.0116,7
0.0034,4,0.0065,9,0.0154,11
0.001,1,0.0093,14,0.0079,6
0.0022,3,0.0075,12,0.0172,10
0.0029,4,0.0131,17,0.0207,15
0.0056,8,0.0166,23,0.0126,10
0.0032,5,0.0098,14,0.0219,17
0.0058,9,0.0178,24,0.0238,23
0.0019,3,0.0122,18,0.022,17
0.0036,5,0.0165,19,0.0163,9
0.0056,7,0.015,20,0.0286,19
0.005,7,0.0149,22,0.0202,15
0.0059,9,0.0162,26,0.0218,19
0.0099,13,0.0271,39,0.0261,19
0.0098,14,0.0289,37,0.0213,24
0.011,16,0.0199,33,0.0241,26
0.0162,23,0.0192,33,0.0268,31
0.0188,27,0.0369,57,0.0385,31
0.0191,26,0.0338,52,0.0336,29
0.0262,36,0.0417,62,0.0336,29
0.0353,48,0.0372,58,0.0472,36
0.0238,31,0.033,56,0.0323,34
0.032,42,0.0418,61,0.0433,33
0.0369,50,0.0453,61,0.0382,31
0.0318,46,0.0408,66,0.0367,38
0.0372,54,0.0503,78,0.0388,35
0.0621,86,0.0563,91,0.0578,49
0.0566,81,0.0604,94,0.0414,39
0.0551,76,0.0556,92,0.0385,45
0.0867,122,0.0641,101,0.0545,46
0.0839,116,0.0715,112,0.043,42
0.0737,103,0.0651,98,0.0498,59
0.0696,101,0.0632,101,0.0392,48
0.0628,87,0.0594,94,0.0569,48
0.0713,103,0.0672,104,0.0487,56
0.0718,104,0.067,97,0.0611,58
0.1093,150,0.0857,129,0.0624,74
0.1116,151,0.0865,131,0.0698,66
0.0969,137,0.0793,127,0.0457,46
0.113,163,0.0897,144,0.0582,74
0.1212,169,0.0921,139,0.0706,80
0.1249,177,0.0928,149,0.0736,77
0.1399,192,0.0962,150,0.0709,83
0.1253,172,0.092,137,0.0626,80
0.1036,144,0.0774,118,0.0564,66
0.0925,131,0.0773,124,0.0728,67
0.065,95,0.0703,111,0.0559,60
0.081,113,0.0714,105,0.0529,65
0.0783,112,0.0696,110,0.0519,55
0.0874,121,0.0778,108,0.0505,50
0.068,100,0.072,114,0.0504,51
0.0832,120,0.0712,108,0.057,51
0.0675,99,0.0637,99,0.0588,54
0.091,129,0.0767,112,0.0605,63
0.0783,111,0.0635,89,0.0469,54
0.0728,102,0.0797,116,0.0532,64
0.0703,100,0.0623,99,0.081,69
0.067,98,0.0629,99,0.0751,67
0.0502,74,0.0651,96,0.0438,53
0.0644,91,0.0673,96,0.066,58
0.0557,79,0.0609,96,0.0475,52
0.0552,79,0.0694,95,0.0577,64
0.0479,70,0.0571,88,0.051,51
0.0504,76,0.0597,93,0.0641,66
0.055,81,0.068,103,0.0615,61
0.0603,84,0.0692,109,0.0563,60
0.0505,70,0.0559,88,0.0522,55
0.076,106,0.0709,105,0.0602,64
0.0449,65,0.0616,87,0.0437,48
0.0447,61,0.0684,101,0.0529,50
0.0423,60,0.0488,79,0.0502,53
0.0506,73,0.0581,87,0.0451,51
0.0428,62,0.0516,81,0.0525,50
0.0603,85,0.0738,101,0.0602,58
0.058,81,0.0581,92,0.0498,51
0.0493,71,0.0614,91,0.0522,60
0.0479,66,0.0598,90,0.0546,52
0.06,87,0.0764,103,0.049,47
0.0618,86,0.077,120,0.0612,59
0.054,75,0.0611,98,0.0534,49
0.0653,88,0.0637,98,0.0688,65
0.048,66,0.0606,90,0.0585,52
0.0522,73,0.0708,105,0.0571,59
0.0575,84,0.0683,96,0.0633,60
0.0497,72,0.0594,97,0.054,68
0.0682,96,0.0713,100,0.0556,62
0.0551,76,0.0674,107,0.0574,68
0.0479,67,0.0642,93,0.0613,65
0.0593,81,0.0638,96,0.0533,51
0.0564,79,0.0729,107,0.0617,62
0.071,102,0.0839,123,0.0665,63
0.0575,77,0.0714,101,0.0574,60
0.0617,85,0.0644,101,0.0613,66
0.0568,81,0.0608,95,0.0574,66
0.0483,71,0.061,93,0.0509,59
0.0593,84,0.0682,107,0.0707,64
0.062,86,0.0733,112,0.0515,55
0.0694,101,0.0753,110,0.0562,61
0.0541,76,0.0776,104,0.0678,64
0.0681,94,0.076,116,0.0609,59
0.0658,88,0.0732,94,0.0628,69
0.0613,85,0.0712,106,0.0606,68
0.0736,101,0.0729,108,0.0643,71
0.0738,103,0.0833,125,0.073,72
0.0893,122,0.0875,104,0.0706,75
0.059,83,0.057,88,0.0511,59
0.0657,95,0.0746,110,0.0619,71
0.0634,90,0.0771,116,0.0575,58
0.0692,98,0.0813,112,0.0727,78
0.0698,100,0.0708,104,0.058,74
0.0597,87,0.0752,112,0.0644,69
0.0558,80,0.0655,98,0.0564,67
0.0791,110,0.0863,123,0.0661,69
0.0725,100,0.0787,112,0.0607,65
0.1028,140,0.0869,129,0.0721,86
0.0801,113,0.0833,118,0.0711,71
0.0786,104,0.0871,126,0.0593,60
0.0769,108,0.0721,114,0.0574,63
0.0631,91,0.072,112,0.0595,67
0.0672,99,0.073,102,0.0622,75
0.0798,111,0.0876,123,0.0651,79
0.0731,102,0.081,124,0.0696,81
0.1145,152,0.0958,128,0.0717,75
0.0779,109,0.0825,120,0.0492,61
0.1141,158,0.0851,133,0.0629,74
0.1462,141,0.0991,118,0.0764,79
0.3275,132,0.2667,123,0.2165,86
0.1391,165,0.1058,135,0.0765,82
0.1274,162,0.0873,127,0.0657,84
0.111,153,0.0856,113,0.0629,82
0.1095,148,0.0877,126,0.0609,75
0.1193,159,0.0904,137,0.0669,69
0.132,174,0.0986,147,0.0794,91
0.1356,180,0.1027,138,0.0728,87
0.147,189,0.1011,139,0.0711,92
0.1211,163,0.0937,136,0.0768,94
0.1376,181,0.1097,142,0.0794,81
0.1663,197,0.1145,152,0.0844,107
0.2692,171,0.1841,138,0.1391,103
0.2606,149,0.2516,132,0.1702,109
0.2457,173,0.2146,160,0.1678,126
0.211,169,0.1678,145,0.1543,128
0.1354,151,0.1081,125,0.0946,99
0.1122,140,0.0964,133,0.0724,91
0.1232,151,0.1016,138,0.0712,91
0.1237,152,0.0993,132,0.0799,96
0.1289,155,0.1027,125,0.086,106
0.1318,157,0.105,136,0.0791,96
0.1353,160,0.1017,137,0.0871,90
0.1293,157,0.1122,139,0.077,88
0.1417,169,0.1207,155,0.0931,105
0.1607,167,0.1394,155,0.1017,121
0.309,142,0.2913,129,0.2819,101
0.3212,147,0.2684,133,0.2373,114
0.2982,143,0.235,118,0.2113,98
0.3259,141,0.2897,125,0.2714,85
0.3428,140,0.2973,120,0.3497,97
0.3547,141,0.2814,124,0.2492,89
0.3078,142,0.2506,124,0.223,105
0.222,135,0.1772,116,0.1596,110
0.2179,140,0.1686,129,0.1527,104
0.1984,135,0.1833,126,0.1482,101
0.2362,149,0.19,127,0.177,113
0.2543,161,0.2137,149,0.2075,134
0.2742,138,0.2323,120,0.2134,114
0.2586,139,0.2108,128,0.2015,105
0.154,126,0.1321,129,0.0834,87
0.1072,131,0.0848,119,0.0651,81
0.1126,144,0.0892,126,0.0808,93
0.0901,116,0.0849,117,0.0609,64
0.0775,103,0.0871,124,0.0515,64
0.0968,122,0.074,104,0.0535,64
0.0885,106,0.0749,99,0.0649,69
0.0856,102,0.0721,103,0.0526,63
0.0931,112,0.0792,100,0.0617,66
0.0673,83,0.0572,81,0.0517,65
0.0697,89,0.0747,95,0.0556,54
0.0852,103,0.0651,87,0.0613,65
0.069,84,0.0739,93,0.0612,62
0.0635,79,0.0654,89,0.0687,69
0.0746,94,0.0636,84,0.0562,59
0.0581,75,0.0614,80,0.046,47
0.0499,66,0.0589,87,0.0382,49
0.0519,69,0.059,71,0.0361,43
0.0483,63,0.0557,83,0.0426,49
0.0365,45,0.0502,64,0.0408,46
0.0484,60,0.0582,75,0.0382,44
0.0477,61,0.0531,74,0.0345,39
0.068,83,0.0675,86,0.0428,46
0.0374,51,0.0555,68,0.0398,40
0.0394,51,0.0417,64,0.0375,42
0.0459,59,0.0539,82,0.0448,40
0.0483,66,0.0457,73,0.0417,37
0.0463,62,0.054,75,0.0488,49
0.0456,60,0.051,71,0.0385,38
0.036,47,0.048,75,0.029,37
0.0258,38,0.0398,59,0.0342,40
0.0419,57,0.0398,64,0.033,39
0.0353,47,0.0445,72,0.0383,49
0.0411,56,0.0445,70,0.0381,42
0.0469,60,0.047,74,0.0439,43
0.0311,41,0.0463,74,0.0369,40
0.0336,48,0.0448,69,0.0468,46
0.0293,40,0.0438,70,0.0325,38
0.0241,32,0.0431,69,0.0332,42
0.0396,53,0.045,67,0.0337,44
0.0269,38,0.0445,70,0.0361,48
0.0397,54,0.0373,59,0.0311,45
0.0186,28,0.0344,57,0.0329,41
0.0379,51,0.0393,57,0.0311,35
0.0157,23,0.0371,62,0.0266,32
0.0213,29,0.0347,56,0.0227,28
0.0204,29,0.0353,54,0.0324,34
0.0382,53,0.0432,66,0.0284,41
0.0251,34,0.0337,52,0.0297,37
0.0236,34,0.0342,53,0.0302,39
0.022,31,0.0331,56,0.0334,39
0.0198,29,0.0265,46,0.0297,37
0.0211,30,0.0342,56,0.0326,35
0.0128,19,0.0272,41,0.0215,23
0.0194,28,0.029,42,0.0178,17
0.0191,27,0.0286,50,0.0257,32
0.0207,29,0.0338,52,0.0271,29
0.0223,30,0.0287,48,0.0263,23
0.0128,20,0.032,44,0.0171,23
0.0097,13,0.0225,37,0.0194,23
0.0211,28,0.025,40,0.0291,25
0.0192,26,0.0319,51,0.0202,24
0.0076,11,0.0282,37,0.0203,20
0.0103,15,0.0204,31,0.0171,21
0.0065,9,0.0208,34,0.0186,19
0.0176,23,0.0211,33,0.0209,17
0.0102,14,0.0196,30,0.0183,22
0.0112,16,0.028,46,0.0119,18
0.0138,20,0.021,35,0.0164,19
0.0169,23,0.0242,37,0.0171,15
0.0122,16,0.0164,27,0.0103,13
0.0176,24,0.0223,35,0.0217,17
0.0066,9,0.02,30,0.0203,18
0.011,15,0.0163,27,0.0116,16
0.0086,12,0.0218,36,0.0129,15
0.0097,13,0.0176,29,0.0267,25
0.0144,20,0.0185,30,0.0118,14
0.0055,8,0.0234,32,0.0106,12
0.0057,9,0.0159,25,0.0199,18
0.0028,4,0.0105,17,0.0059,9
0.0104,14,0.0275,40,0.0234,18
0.0083,11,0.0135,20,0.0206,13
0.0052,8,0.0092,12,0.0063,8
0.0067,9,0.0064,11,0.0105,12
